Index,tripduration,starttime,stoptime,start station id,start station name,start station latitude,start station longitude,end station id,end station name,end station latitude,end station longitude,bikeid,usertype,birth year,gender
494896,96.0,2016-03-12 10:02:11,2016-03-12 10:03:47,462.0,W 22 St & 10 Ave,40.74691959,-74.00451887,459.0,W 20 St & 11 Ave,40.746745000000004,-74.007756,22217.0,Subscriber,1965.0,1.0
510362,1622.0,2016-03-09 18:14:16,2016-03-09 18:41:18,468.0,Broadway & W 55 St,40.7652654,-73.98192338,300.0,Shevchenko Pl & E 7 St,40.728145,-73.990214,22217.0,Subscriber,1989.0,1.0
515272,1317.0,2016-03-06 14:27:34,2016-03-06 14:49:31,470.0,W 20 St & 8 Ave,40.74345335,-74.00004031,3170.0,W 84 St & Columbus Ave,40.78499979,-73.97283406,22217.0,Subscriber,1987.0,1.0
543584,599.0,2016-03-06 13:47:47,2016-03-06 13:57:46,479.0,9 Ave & W 45 St,40.76019252,-73.9912551,470.0,W 20 St & 8 Ave,40.74345335,-74.00004031,22217.0,Subscriber,1979.0,1.0
543604,411.0,2016-03-06 15:58:53,2016-03-06 16:05:45,479.0,9 Ave & W 45 St,40.76019252,-73.9912551,514.0,12 Ave & W 40 St,40.76087502,-74.00277668,22217.0,Subscriber,1959.0,1.0
547446,882.0,2016-03-07 08:25:28,2016-03-07 08:40:11,480.0,W 53 St & 10 Ave,40.76669671,-73.99061728,517.0,Pershing Square South,40.751581,-73.97791,22217.0,Subscriber,1977.0,1.0
554905,225.0,2016-03-08 16:44:07,2016-03-08 16:47:53,483.0,E 12 St & 3 Ave,40.73223272,-73.98889957,335.0,Washington Pl & Broadway,40.72903917,-73.99404649,22217.0,Subscriber,1996.0,1.0
561762,686.0,2016-03-06 17:22:13,2016-03-06 17:33:40,485.0,W 37 St & 5 Ave,40.75038009,-73.98338988,480.0,W 53 St & 10 Ave,40.76669671,-73.99061728,22217.0,Subscriber,1989.0,2.0
599122,169.0,2016-03-06 15:54:00,2016-03-06 15:56:50,495.0,W 47 St & 10 Ave,40.76269882,-73.99301222,479.0,9 Ave & W 45 St,40.76019252,-73.9912551,22217.0,Subscriber,1968.0,1.0
606721,563.0,2016-03-08 16:06:14,2016-03-08 16:15:37,497.0,E 17 St & Broadway,40.73704984,-73.99009296,317.0,E 6 St & Avenue B,40.72453734,-73.98185424,22217.0,Subscriber,1978.0,1.0
627677,442.0,2016-03-11 08:14:29,2016-03-11 08:21:51,503.0,E 20 St & Park Ave,40.73827428,-73.98751968,116.0,W 17 St & 8 Ave,40.74177603,-74.00149746,22217.0,Subscriber,2000.0,2.0
635843,540.0,2016-03-09 16:33:35,2016-03-09 16:42:35,505.0,6 Ave & W 33 St,40.74901271,-73.98848395,450.0,W 49 St & 8 Ave,40.76227205,-73.98788205,22217.0,Subscriber,1991.0,1.0
652760,982.0,2016-03-09 09:14:53,2016-03-09 09:31:16,511.0,E 14 St & Avenue B,40.72938685,-73.97772429,442.0,W 27 St & 7 Ave,40.746646999999996,-73.993915,22217.0,Subscriber,1983.0,1.0
658169,734.0,2016-03-06 16:06:15,2016-03-06 16:18:29,514.0,12 Ave & W 40 St,40.76087502,-74.00277668,435.0,W 21 St & 6 Ave,40.74173969,-73.99415556,22217.0,Subscriber,1970.0,1.0
